OG,lnL_Null2,lnL_Null05,lnL_ML2,lnL_ML05,lnL_Fix,W_Null2,W_Null05,W0_ML2,W1_ML2,W0_ML05,W1_ML05
N1.HOG0001502,-26344.375441,-26344.375079,-26307.580311,-26307.580419,-26729.372199,0.23218,0.2323,0.26857,0.13518,0.26849,0.1351
N1.HOG0001506,-13512.132923,-13512.132923,-13510.924177,-13510.924177,-13717.059234,0.13556,0.13556,0.13947,0.11681,0.13947,0.11681
N1.HOG0001509,-14049.085346,-14049.085346,-14048.681523,-14048.681523,-14279.029701,0.1619,0.1619,0.16508,0.1511,0.16508,0.1511
N1.HOG0001512,-31044.553337,-31044.553337,-31043.109551,-31043.109553,-31230.841709,0.40872,0.40872,0.42191,0.382,0.42192,0.38202
N1.HOG0001514,-17556.799186,-17556.799187,-17556.676112,-17556.676112,-17987.695195,0.13251,0.13252,0.13059,0.1365,0.13058,0.13651
N1.HOG0001526,-14386.605779,-14386.605778,-14385.676126,-14385.676126,-14856.627983,0.12646,0.12645,0.1323,0.11661,0.1323,0.1166
N1.HOG0001529,-17254.056271,-16986.585999,-16985.689433,-16985.6923,-17506.497713,0.0263,0.04012,0.04189,0.03375,0.04188,0.03371
N1.HOG0001531,-16320.926448,-16286.190123,-17634.771293,-16293.513861,-17848.615907,0.07401,0.08503,0.12623,0.05864,0.08073,0.04628
N1.HOG0001532,-20698.992713,-20698.992711,-20689.268283,-20689.268283,-21155.816216,0.0859,0.0859,0.09241,0.05485,0.0924,0.05485
N1.HOG0001534,-23957.63947,-23957.639463,-23936.727447,-23936.727447,-24733.111187,0.10412,0.10411,0.11698,0.06779,0.11697,0.06779
N1.HOG0001537,-10617.790821,-10617.790823,-10607.777085,-10607.777089,-10929.199262,0.13324,0.13324,0.15466,0.09092,0.15466,0.09092
N1.HOG0001538,-15865.961241,-15865.961241,-15812.786576,-15812.786576,-16140.172495,0.17449,0.17449,0.20301,0.05209,0.20301,0.0521
N1.HOG0001540,-11352.999383,-11352.999383,-11342.650005,-11342.650005,-11438.537397,0.15135,0.15135,0.1593,0.05236,0.1593,0.05236
N1.HOG0001543,-28124.651394,-28124.651394,-28121.054036,-28121.054036,-28681.34651,0.19521,0.19521,0.20526,0.17409,0.20526,0.17409
N1.HOG0001547,-24827.634933,-24827.634933,-24827.339313,-24827.339382,-25025.752813,0.29021,0.29021,0.29495,0.2788,0.29497,0.27877
N1.HOG0001550,-20408.574622,-20408.574622,-20403.225935,-20403.225935,-20690.265774,0.29918,0.29918,0.328,0.2606,0.328,0.2606
N1.HOG0001563,-22035.394568,-22035.394568,-22022.677378,-22022.677378,-22526.327628,0.258,0.258,0.30733,0.2172,0.30733,0.2172
N1.HOG0001565,-27893.847654,-27893.847689,-27886.47028,-27886.470383,-28167.199783,0.31441,0.31443,0.33583,0.26323,0.33592,0.26342
N1.HOG0001575,-27687.730071,-27687.730071,-27687.411792,-27687.41179,-27753.128666,0.40203,0.40204,0.40525,0.3776,0.40525,0.37759
N1.HOG0001593,-71280.86678,-71280.866707,-71267.013538,-71267.013958,-72115.984674,0.35093,0.35098,0.37824,0.31291,0.37878,0.31272
N1.HOG0001607,-10263.824374,-10263.824374,-10261.869955,-10261.869955,-10333.6981,0.36233,0.36233,0.40272,0.31374,0.40272,0.31374
N1.HOG0001617,-28807.802117,-28807.802117,-28807.482218,-28807.482218,-29104.627703,0.28133,0.28133,0.28569,0.2718,0.28569,0.2718
N1.HOG0001700,-44447.040132,-44447.040087,-44446.68374,-44446.683755,-44707.110891,0.32437,0.32438,0.32069,0.33509,0.32072,0.3351
N1.HOG0001701,-19540.117163,-19540.117163,-19535.608024,-19535.608024,-19768.090755,0.35988,0.35988,0.42337,0.32649,0.42337,0.32649
N1.HOG0001704,-39327.99289,-39327.99289,-39324.641554,-39324.641553,-39998.970256,0.30457,0.30457,0.32939,0.2877,0.32937,0.28771
N1.HOG0001705,-34761.992747,-34761.992747,-34761.827611,-34761.82761,-34998.238233,0.30157,0.30156,0.29879,0.30926,0.29878,0.30929
N1.HOG0001708,-23402.739901,-23402.739901,-23399.247304,-23399.247304,-23486.850113,0.36183,0.36183,0.37913,0.29654,0.37913,0.29654
N1.HOG0001709,-23548.903861,-23548.903861,-23547.48943,-23547.489428,-23763.723666,0.34297,0.34297,0.36196,0.32093,0.36189,0.32093
N1.HOG0001710,-9628.048314,-9628.048314,-9627.109982,-9627.109982,-9709.507088,0.33331,0.33331,0.30875,0.35852,0.30875,0.35852
N1.HOG0001712,-12632.179063,-12632.179063,-12631.177396,-12631.177396,-12721.461041,0.23592,0.23592,0.2274,0.26256,0.2274,0.26256
N1.HOG0001713,-26905.557536,-26905.557536,-26887.10419,-26887.104189,-27224.514382,0.36331,0.36331,0.45967,0.29988,0.45968,0.29988
N1.HOG0001720,-40005.28076,-40005.28076,-40001.94371,-40001.94371,-40305.577265,0.34413,0.34413,0.36588,0.31508,0.36588,0.31508
N1.HOG0001733,-123465.785164,-123546.325994,-123465.550296,-123464.077814,-124039.878857,0.52574,0.53032,0.53083,0.53858,0.50592,0.53988
N1.HOG0001745,-25100.782155,-25100.782155,-25100.296829,-25100.296829,-25191.565348,0.45494,0.45493,0.44395,0.47463,0.44396,0.47463
N1.HOG0001813,-10146.817479,-10146.817479,-10145.749487,-10145.749487,-10222.377298,0.33428,0.33428,0.34955,0.29876,0.34955,0.29876
N1.HOG0001815,-19256.489495,-19256.489495,-19235.785145,-19235.785145,-19679.358031,0.25447,0.25447,0.30485,0.19753,0.30485,0.19753
N1.HOG0001817,-17826.97581,-17826.97581,-17813.202692,-17813.202692,-18059.03865,0.33125,0.33125,0.38901,0.26212,0.38901,0.26212
N1.HOG0001818,-49879.415137,-49879.415138,-49860.640777,-49860.640777,-50988.74271,0.28116,0.28116,0.33271,0.25185,0.33271,0.25185
N1.HOG0001841,-19224.212103,-19224.212103,-19206.021446,-19206.021446,-19451.81181,0.17819,0.17819,0.19385,0.09796,0.19385,0.09796
N1.HOG0001844,-35847.225514,-35847.225514,-35790.832592,-35790.832592,-36232.771543,0.2474,0.2474,0.27321,0.12283,0.27321,0.12283
N1.HOG0001846,-37556.142044,-37556.142044,-37512.884103,-37512.884103,-37854.72331,0.33544,0.33544,0.37881,0.20719,0.37881,0.2072
N1.HOG0001852,-30152.221287,-30152.221287,-30145.110738,-30145.110738,-30427.164745,0.24472,0.24472,0.25597,0.19577,0.25597,0.19577
N1.HOG0001854,-32802.992237,-32802.992237,-32788.097534,-32788.097534,-32940.070999,0.25851,0.25851,0.27096,0.14541,0.27096,0.14542
N1.HOG0001855,-21357.869271,-21357.869271,-21349.956673,-21349.956673,-21575.173501,0.24539,0.24539,0.26094,0.18609,0.26094,0.18609
N1.HOG0001856,-29307.218918,-29307.218918,-29305.976197,-29305.976197,-29404.158772,0.31383,0.31383,0.3192,0.27581,0.31921,0.27581
N1.HOG0001857,-30292.386341,-30292.386341,-30260.364938,-30260.364938,-30447.977685,0.30861,0.30861,0.33263,0.14743,0.33263,0.14743
N1.HOG0001864,-29349.677403,-29349.677403,-29317.635546,-29317.635546,-29686.104116,0.23719,0.23719,0.26074,0.13997,0.26074,0.13997
N1.HOG0001865,-32508.832542,-32508.832542,-32483.082686,-32483.082686,-32823.297554,0.27,0.27,0.2958,0.1774,0.2958,0.1774
N1.HOG0001866,-22610.32793,-22610.549902,-22585.235048,-22585.240443,-22916.442746,0.20434,0.20203,0.22493,0.1175,0.22459,0.11832
N1.HOG0001871,-25113.016242,-25113.016242,-25112.595167,-25112.595167,-25314.96841,0.25612,0.25612,0.25983,0.24257,0.25983,0.24257
N1.HOG0001873,-17715.600586,-17715.600585,-17704.457143,-17704.457143,-18139.584217,0.12057,0.12056,0.13166,0.08156,0.13166,0.08156
N1.HOG0001875,-21130.93751,-21130.937509,-21114.597204,-21114.597204,-21889.932943,0.12936,0.12936,0.14796,0.09497,0.14796,0.09496
N1.HOG0001884,-10653.761583,-10653.761583,-10647.558953,-10647.558953,-10825.814923,0.15134,0.15134,0.16419,0.10138,0.16419,0.10138
N1.HOG0001886,-27364.616924,-27364.616923,-27331.407011,-27331.407011,-27766.488518,0.20899,0.20898,0.23498,0.12495,0.23498,0.12495
N1.HOG0001890,-13960.855071,-13960.833114,-13953.688665,-13953.765536,-14121.389514,0.20996,0.20933,0.22527,0.14357,0.22498,0.14676
N1.HOG0001892,-11422.688309,-11422.688309,-11409.308037,-11409.308037,-11674.508852,0.14138,0.14138,0.16369,0.08495,0.16369,0.08495
N1.HOG0001904,-17589.172873,-17589.172873,-17581.1292,-17581.1292,-18041.76133,0.14038,0.14038,0.15301,0.10784,0.15301,0.10784
N1.HOG0001908,-21363.295496,-21386.155341,-21402.568033,-21403.582268,-22074.819972,0.09971,0.09324,0.08929,0.07339,0.10611,0.07382
N1.HOG0001909,-14610.741663,-14610.741663,-14603.891125,-14603.891125,-14817.69328,0.17742,0.17742,0.1897,0.12522,0.1897,0.12522
N1.HOG0001911,-45507.992456,-45507.992403,-45486.287749,-45486.284297,-46685.888931,0.14917,0.14916,0.16328,0.1155,0.16338,0.11536
N1.HOG0001916,-61542.33116,-61542.316222,-61540.441173,-61540.441073,-62981.808719,0.1641,0.16424,0.16857,0.15535,0.16855,0.15519
N1.HOG0001917,-71927.440951,-62719.684727,-63103.272494,-62354.331599,-63816.49507,2.00009,0.13007,0.17473,0.16021,0.1635,0.13905
N1.HOG0001918,-37284.460296,-37284.460402,-37261.018789,-37261.018788,-37919.660927,0.1309,0.13089,0.14023,0.08148,0.14023,0.08148
N1.HOG0001927,-39230.560831,-39230.573047,-39220.0973,-39220.097644,-40947.87235,0.14814,0.14835,0.16992,0.13265,0.16969,0.13248
N1.HOG0001928,-50030.909481,-50030.909481,-50030.907059,-50030.90706,-51049.654055,0.12988,0.12988,0.12977,0.13025,0.12977,0.13025
N1.HOG0001929,-70206.238151,-62070.277378,-63764.083805,-62058.382318,-63198.184287,2.00012,0.19203,0.19633,1.72422,0.20643,0.11266
N1.HOG0001934,-35673.535056,-30300.877168,-30248.359528,-30277.33545,-30801.543718,2.07688,0.11023,0.11899,0.05165,0.11123,0.04696
N1.HOG0001936,-44626.673034,-44404.36357,-48878.02837,-44401.037061,-45668.100287,0.13083,0.14532,1.7489,0.13208,0.14521,0.15582
N1.HOG0001941,-25350.790905,-25405.58069,-25346.837734,-25404.550741,-25631.69265,0.20615,0.23661,0.21323,0.24343,0.23029,0.18623
N1.HOG0001943,-29229.974934,-29229.974934,-29174.5102,-29174.5102,-29899.096739,0.16756,0.16756,0.19387,0.09008,0.19387,0.09008
N1.HOG0001956,-20334.275552,-20334.275443,-20262.753412,-20262.771729,-21348.807221,0.08278,0.08279,0.11679,0.034,0.11646,0.03364
N1.HOG0001966,-24228.488314,-24198.526866,-25604.480995,-24203.396109,-25182.801835,0.1135,0.10222,0.12511,0.05697,0.09924,0.09517
N1.HOG0001969,-19214.280593,-19214.280593,-19197.107099,-19197.107098,-19605.448076,0.15962,0.15962,0.17611,0.10354,0.17612,0.10354
N1.HOG0001970,-15725.737865,-15725.737865,-15721.714999,-15721.714999,-16034.016394,0.16143,0.16143,0.17137,0.13165,0.17138,0.13165
N1.HOG0001971,-25888.341819,-25693.774157,-25667.363569,-25607.686951,-26000.496388,0.21805,0.2511,0.25414,0.16868,0.23156,0.15953
N1.HOG0001977,-18388.629783,-18388.701154,-18354.171006,-18354.171067,-18657.966686,0.22507,0.22404,0.25468,0.11463,0.25445,0.11461
N1.HOG0001978,-29823.286218,-29823.286219,-29823.184176,-29823.184176,-30430.870766,0.17662,0.17662,0.1781,0.17341,0.17809,0.17342
N1.HOG0001981,-9766.203843,-8342.780168,-8800.475926,-8717.833136,-8638.179076,0.68463,0.01387,0.01339,8.29345,0.01826,2.55296
N1.HOG0001982,-7720.301441,-7527.396892,-7754.584788,-7708.215551,-7708.070729,0.03353,0.01991,0.02944,0.02021,0.02533,0.04376
N1.HOG0001984,-10219.248629,-11013.086536,-10445.110556,-10289.910347,-10410.67537,0.02706,0.50125,0.0279,1.81312,0.02109,0.55098
N1.HOG0001985,-12999.506852,-12999.530552,-12999.119121,-12999.147204,-13520.375639,0.03454,0.03442,0.03308,0.03813,0.03308,0.03818
N1.HOG0002032,-15918.815714,-15918.815714,-15918.641219,-15918.641219,-15958.609278,0.35804,0.35804,0.36144,0.33629,0.36144,0.33629
N1.HOG0002038,-88294.404366,-88294.404366,-88290.621394,-88290.621394,-89250.866079,0.38376,0.38376,0.40635,0.36891,0.40635,0.36891
N1.HOG0002042,-36548.96325,-36548.96325,-36544.916476,-36544.916476,-37122.464721,0.34077,0.34077,0.38073,0.32285,0.38073,0.32285
N1.HOG0002046,-24317.307145,-24317.307145,-24315.392856,-24315.392856,-24659.624053,0.26973,0.26973,0.28282,0.24932,0.28282,0.24932
N1.HOG0002047,-17802.049452,-17802.049452,-17800.167906,-17800.167906,-18247.434052,0.24697,0.24697,0.27425,0.23364,0.27425,0.23364
N1.HOG0002048,-12020.312599,-12020.312599,-12000.843443,-12000.843443,-12324.017369,0.16928,0.16928,0.19942,0.10344,0.19942,0.10344
N1.HOG0002050,-12093.781703,-12019.66401,-12069.80246,-12601.355384,-12324.865453,0.29652,0.1452,0.22869,0.13398,0.40161,0.53306
N1.HOG0002051,-16191.215542,-16191.215542,-16189.205005,-16189.205005,-16436.200713,0.21088,0.21088,0.2198,0.18575,0.2198,0.18575
N1.HOG0002053,-48887.691016,-48399.49742,-50202.809734,-48748.378616,-49675.828525,0.14355,0.12684,0.16465,0.10606,0.21316,0.27074
N1.HOG0002079,-31867.134462,-32916.752943,-33457.278057,-31865.845556,-33564.677502,0.06936,0.09566,0.08659,0.09531,0.07156,0.06567
N1.HOG0002091,-20274.262313,-20274.262177,-20268.781944,-20268.781938,-21296.287756,0.06509,0.0651,0.07642,0.05323,0.07644,0.05323
N1.HOG0002092,-29809.737799,-27038.123871,-27068.84876,-27154.263876,-28323.042219,1e-04,0.0509,0.05939,0.03491,0.04646,0.03081
N1.HOG0002104,-32900.142877,-32658.303127,-32793.286771,-34126.064295,-33015.382315,0.31353,0.24167,0.23343,0.18739,0.47138,0.42441
N1.HOG0002112,-26264.78656,-26264.786559,-26262.096823,-26262.096823,-27118.417112,0.18594,0.18593,0.20248,0.1733,0.20248,0.17331
N1.HOG0002115,-47437.570998,-47438.047444,-47416.180242,-49599.749284,-48611.481223,0.22821,0.24513,0.23545,0.21982,0.37782,0.56051
N1.HOG0002116,-26882.058964,-26882.058964,-26877.160876,-26877.160876,-27250.707207,0.25688,0.25688,0.27039,0.22196,0.27039,0.22196
N1.HOG0002117,-32609.604708,-32609.604708,-32605.905574,-32605.905574,-33027.123007,0.26996,0.26996,0.28176,0.2412,0.28176,0.2412
N1.HOG0002119,-17963.789768,-17963.789768,-17949.622414,-17949.622414,-18394.107163,0.21218,0.21218,0.24255,0.16185,0.24255,0.16185
N1.HOG0002122,-43318.92915,-43300.689366,-43585.894913,-44662.940946,-43787.911422,0.29168,0.21455,0.25587,0.16437,0.41431,0.4357
N1.HOG0002124,-24882.15298,-24882.152983,-24857.522311,-24857.522314,-25574.741431,0.20216,0.20216,0.24788,0.1524,0.24785,0.15241
N1.HOG0002131,-28292.576241,-28292.576241,-28282.175592,-28282.175592,-28686.812523,0.21645,0.21645,0.23081,0.16668,0.23081,0.16668
N1.HOG0002140,-16170.430935,-16170.430935,-16144.90347,-16144.90347,-16415.099877,0.26157,0.26157,0.3073,0.16021,0.3073,0.16021
N1.HOG0002141,-15967.773014,-15967.773014,-15965.294669,-15965.294669,-16209.684703,0.23172,0.23172,0.24993,0.20748,0.24992,0.20747
N1.HOG0002158,-10398.699221,-10398.699221,-10398.667718,-10398.667718,-10468.641856,0.38767,0.38767,0.38266,0.39289,0.38266,0.39289
N1.HOG0002217,-20252.613303,-20252.613303,-20245.192443,-20245.192443,-20428.966765,0.22058,0.22058,0.23359,0.15955,0.23359,0.15955
N1.HOG0002221,-8341.497208,-8341.497212,-8338.321898,-8338.321897,-8419.765929,0.21273,0.2127,0.22284,0.14879,0.22284,0.14881
N1.HOG0002222,-15603.190255,-15603.190255,-15602.805019,-15602.805019,-15892.359131,0.26907,0.26907,0.27707,0.25942,0.27709,0.25944
N1.HOG0002233,-19322.743201,-19322.743201,-19301.747684,-19301.747684,-19710.001235,0.25208,0.25208,0.29641,0.18518,0.29641,0.18518
N1.HOG0002235,-9221.994529,-9224.95116,-9516.98957,-9347.179019,-9480.933495,0.25052,0.24494,0.32084,0.34692,0.74974,0.2473
N1.HOG0002236,-13331.190389,-13331.190386,-13326.455118,-13326.454967,-13425.490933,0.26124,0.26123,0.23965,0.3199,0.23957,0.3199
N1.HOG0002243,-12186.203734,-12186.203734,-12186.196877,-12186.196877,-12384.437776,0.22035,0.22035,0.22121,0.2188,0.22121,0.2188
N1.HOG0002246,-60976.433779,-61049.093819,-62409.068144,-60821.968106,-64953.863072,0.17407,0.16528,0.23618,0.28441,0.16742,0.19279
N1.HOG0002247,-37579.928925,-37579.928925,-37570.925393,-37570.925393,-38577.150225,0.12615,0.12615,0.13422,0.10396,0.13422,0.10396
N1.HOG0002254,-35627.556203,-35627.556179,-35624.602111,-35624.602201,-36037.428463,0.1738,0.17384,0.1683,0.19555,0.16832,0.19562
N1.HOG0002256,-30965.996044,-30965.996044,-30936.473425,-30936.473425,-31698.363586,0.1427,0.1427,0.15937,0.09236,0.15936,0.09236
N1.HOG0002258,-24703.235635,-24703.235635,-24679.146681,-24679.146681,-25636.727301,0.13194,0.13194,0.153,0.0951,0.153,0.0951
N1.HOG0002262,-37740.234919,-37740.234919,-37725.22452,-37725.224523,-38863.650642,0.20145,0.20145,0.22987,0.17505,0.22986,0.17504
N1.HOG0002272,-72739.28664,-72780.683181,-72699.651181,-72713.002658,-73766.026419,0.30553,0.28308,0.33747,0.2366,0.32753,0.2337
N1.HOG0002273,-96291.847494,-96291.847494,-96285.604687,-96285.604687,-97449.051674,0.37511,0.37512,0.40335,0.35836,0.40335,0.35836
N1.HOG0002275,-115994.973846,-115994.973846,-115991.900496,-115991.900496,-117332.129089,0.37621,0.37621,0.39449,0.36534,0.3945,0.36534
N1.HOG0002277,-15703.789875,-14311.79653,-13853.427156,-13943.876332,-14241.376956,2,0.39993,0.1129,0.20587,0.16678,0.19763
N1.HOG0002282,-16344.971909,-16344.971896,-16343.599346,-16343.59934,-16658.237932,0.08297,0.08294,0.08542,0.06952,0.08544,0.06948
N1.HOG0002283,-13198.581474,-13198.581371,-13198.13635,-13198.136372,-13419.850333,0.0696,0.06962,0.06812,0.07845,0.06811,0.07845
N1.HOG0002291,-19213.938775,-15932.552094,-16799.744108,-17407.611022,-16843.742202,1.96673,0.05354,0.0919,0.06788,0.42424,0.53038
N1.HOG0002303,-15783.764516,-15897.763025,-15660.329376,-17001.722991,-16196.635375,0.12254,0.0642,0.10401,0.07186,0.5475,0.41065
N1.HOG0002307,-14410.764373,-14410.764373,-14404.801539,-14404.801539,-14656.717143,0.16001,0.16001,0.17135,0.11809,0.17135,0.11809
N1.HOG0002321,-11943.40762,-11943.407636,-11943.250415,-11943.250414,-12049.959968,0.197,0.19697,0.1997,0.18561,0.19969,0.18564
N1.HOG0002360,-29032.117447,-29032.117447,-29012.967869,-29012.96787,-29288.542979,0.41334,0.41334,0.47335,0.32728,0.47335,0.32728
N1.HOG0002361,-19948.238263,-19948.236708,-19942.893442,-19942.057375,-20392.396736,0.25264,0.25272,0.28688,0.21097,0.28368,0.225
N1.HOG0002362,-22972.013078,-22972.013078,-22971.571807,-22971.571807,-23171.654186,0.29043,0.29043,0.29496,0.2763,0.29496,0.2763
N1.HOG0002365,-38550.233706,-38550.233706,-38533.034332,-38533.034332,-39082.021901,0.35659,0.35659,0.41531,0.30806,0.41531,0.30806
N1.HOG0002368,-9673.853164,-9673.853164,-9672.45238,-9672.452381,-9776.169804,0.33401,0.33401,0.36268,0.30184,0.36268,0.30184
N1.HOG0002374,-66668.63794,-66668.638287,-66658.759836,-66658.762094,-68468.646148,0.1495,0.1495,0.15844,0.13142,0.15839,0.13139
N1.HOG0002375,-20637.300643,-20637.300643,-20609.886772,-20609.886772,-20724.318857,0.2675,0.2675,0.2844,0.07674,0.2844,0.07675
N1.HOG0002379,-30992.156782,-30992.156782,-30992.058281,-30992.058281,-31154.00022,0.39938,0.39938,0.40245,0.39205,0.40246,0.39205
N1.HOG0002381,-29821.037403,-29928.034285,-31327.456909,-29983.978983,-34297.560388,0.06069,0.06136,0.07643,2.36267,0.0855,0.01969
N1.HOG0002383,-28164.898251,-28164.898229,-28150.71091,-28150.7123,-28628.82946,0.122,0.12202,0.13042,0.07799,0.13045,0.07809
N1.HOG0002385,-18921.138778,-18921.138777,-18911.434314,-18911.434314,-19320.107254,0.17054,0.17054,0.18876,0.12978,0.18876,0.12978
N1.HOG0002386,-33792.051033,-33765.161031,-33687.597732,-33687.619963,-34107.443546,0.2102,0.16521,0.16729,0.15304,0.16807,0.15531
N1.HOG0002394,-63679.087769,-63398.482579,-72178.477912,-67172.190348,-65090.044471,0.17481,0.13961,2.33463,0.9326,0.58645,0.45782
N1.HOG0002399,-70366.35477,-70199.504313,-70033.005574,-70026.104221,-71156.065317,0.27827,0.21844,0.24461,0.23663,0.25849,0.22993
N1.HOG0002405,-10002.483991,-10002.484006,-9988.601048,-9988.604473,-10318.90277,0.14571,0.14569,0.1731,0.09312,0.17301,0.09269
N1.HOG0002407,-22398.650898,-22398.650898,-22395.189142,-22395.189142,-22745.884336,0.23529,0.23529,0.2506,0.20772,0.2506,0.20772
N1.HOG0002408,-33629.974547,-33629.974547,-33608.650306,-33608.650306,-34424.678857,0.18683,0.18683,0.20624,0.14344,0.20624,0.14344
N1.HOG0002410,-15791.91026,-15791.91026,-15787.476478,-15787.476478,-16147.036509,0.26402,0.26401,0.30675,0.23778,0.30675,0.23778
N1.HOG0002412,-7371.514671,-7371.514667,-7364.517243,-7364.517399,-7474.472135,0.10423,0.10426,0.11374,0.04316,0.11364,0.04326
N1.HOG0002413,-14166.476753,-14166.476753,-14131.863307,-14131.863307,-14443.733031,0.22109,0.22109,0.2656,0.12073,0.2656,0.12073
N1.HOG0002414,-5583.991933,-5583.991933,-5582.118036,-5582.118036,-5867.964742,0.1275,0.1275,0.09573,0.13706,0.09573,0.13706
N1.HOG0002425,-145424.679867,-145424.679876,-145417.626935,-145417.626935,-146689.820811,0.40818,0.40818,0.43624,0.39067,0.43624,0.39067
N1.HOG0002427,-33796.447526,-33796.447526,-33795.986766,-33795.986766,-33878.837277,0.30476,0.30476,0.30178,0.32737,0.30178,0.32737
N1.HOG0002434,-55159.603992,-55159.603992,-55154.202094,-55154.202094,-55612.700759,0.33302,0.33302,0.35004,0.29923,0.35004,0.29923
N1.HOG0002439,-27085.002899,-27085.002899,-27083.643326,-27083.643326,-27366.357663,0.2642,0.2642,0.25546,0.28333,0.25546,0.28333
N1.HOG0002445,-26858.635857,-26858.637105,-26823.841054,-26823.836518,-27316.448253,0.25099,0.25094,0.29133,0.16868,0.29069,0.16854
N1.HOG0002448,-23134.750638,-23134.750638,-23130.564647,-23130.564647,-23587.679383,0.22521,0.22521,0.24456,0.19982,0.24456,0.19982
N1.HOG0002461,-21651.524449,-21651.524449,-21635.955876,-21635.955876,-21718.22922,0.33229,0.33228,0.28882,0.43848,0.28882,0.43849
N1.HOG0002467,-45537.483642,-45537.481432,-45513.144922,-45513.144207,-46457.584169,0.15279,0.1529,0.16451,0.10992,0.16453,0.10985
N1.HOG0002468,-54261.087003,-54261.087003,-54222.143229,-54222.143229,-55091.257064,0.2897,0.2897,0.32422,0.22347,0.32422,0.22347
N1.HOG0002470,-63614.478033,-57192.85491,-57072.732381,-56955.748597,-58769.836713,1.96416,0.16832,0.26542,0.12626,0.25484,0.17837
