OG,Background,Foreground,WE,TAG
N1.HOG0007706,0.31059,0.31059,0.31059,0.31059
N1.HOG0007707,0.27201,0.27201,0.27201,0.27201
N1.HOG0007709,0.22326,0.22326,0.22326,0.22326
N1.HOG0007739,0.19843,0.19843,0.19843,0.19843
N1.HOG0007748,0.25718,0.25718,0.25718,0.25718
N1.HOG0007757,0.40927,0.40927,0.40927,0.40927
N1.HOG0007762,0.2553,0.2553,0.2553,0.2553
N1.HOG0007769,0.33252,0.33252,0.33252,0.33252
N1.HOG0007771,0.33643,0.33643,0.33643,0.33643
N1.HOG0007774,0.39945,0.39945,0.39945,0.39945
N1.HOG0007797,0.05513,0.05513,0.05513,0.05513
N1.HOG0007817,0.11974,0.11974,0.11974,0.11974
N1.HOG0007819,0.13826,0.13826,0.13826,0.13826
N1.HOG0007821,0.16334,0.16334,0.16334,0.16334
N1.HOG0007824,0.27029,0.27029,0.27029,0.27029
N1.HOG0007826,0.27166,0.27166,0.27166,0.27166
N1.HOG0007827,0.31059,0.31059,0.31059,0.31059
N1.HOG0007828,0.28135,0.28135,0.28135,0.28135
N1.HOG0007832,0.18944,0.18944,0.18944,0.18944
N1.HOG0007836,0.22142,0.22142,0.22142,0.22142
N1.HOG0007869,0.21181,0.21181,0.21181,0.21181
N1.HOG0007886,0.18593,0.18593,0.18593,0.18593
N1.HOG0007896,0.25459,0.25459,0.25459,0.25459
N1.HOG0007898,0.20734,0.20734,0.20734,0.20734
N1.HOG0007901,0.25581,0.25581,0.25581,0.25581
N1.HOG0007942,0.17991,0.17991,0.17991,0.17991
N1.HOG0007943,0.28755,0.28755,0.28755,0.28755
N1.HOG0007959,0.2175,0.2175,0.2175,0.2175
N1.HOG0007967,0.12994,0.12994,0.12994,0.12994
N1.HOG0007973,0.05614,0.05614,0.05614,0.05614
N1.HOG0007986,0.22854,0.22854,0.22854,0.22854
N1.HOG0007991,0.13407,0.13407,0.13407,0.13407
N1.HOG0008035,0.19916,0.19916,0.19916,0.19916
N1.HOG0008038,0.30419,0.30419,0.30419,0.30419
N1.HOG0008044,0.1985,0.1985,0.1985,0.1985
N1.HOG0008086,0.11444,0.11444,0.11444,0.11444
N1.HOG0008110,0.25613,0.25613,0.25613,0.25613
N1.HOG0008117,0.16481,0.16481,0.16481,0.16481
N1.HOG0008140,0.1258,0.1258,0.1258,0.1258
N1.HOG0008151,0.448,0.448,0.448,0.448
N1.HOG0008175,0.20437,0.20437,0.20437,0.20437
N1.HOG0008194,0.19664,0.19664,0.19664,0.19664
N1.HOG0008199,0.34206,0.34206,0.34206,0.34206
N1.HOG0008200,0.29862,0.29862,0.29862,0.29862
N1.HOG0008210,0.28186,0.28186,0.28186,0.28186
N1.HOG0008211,0.17585,0.17585,0.17585,0.17585
N1.HOG0008219,0.20082,0.20082,0.20082,0.20082
N1.HOG0008278,0.2876,0.2876,0.2876,0.2876
N1.HOG0008284,0.25953,0.25953,0.25953,0.25953
N1.HOG0008358,0.21056,0.21056,0.21056,0.21056
N1.HOG0008370,0.20337,0.20337,0.20337,0.20337
N1.HOG0008377,0.38713,0.38713,0.38713,0.38713
N1.HOG0008386,0.37333,0.37333,0.37333,0.37333
N1.HOG0008388,0.18371,0.18371,0.18371,0.18371
N1.HOG0008390,0.27998,0.27998,0.27998,0.27998
N1.HOG0008391,0.25742,0.25742,0.25742,0.25742
N1.HOG0008421,0.23663,0.23663,0.23663,0.23663
N1.HOG0008425,0.24239,0.24239,0.24239,0.24239
N1.HOG0008446,0.08484,0.08484,0.08484,0.08484
N1.HOG0008453,0.37179,0.37179,0.37179,0.37179
N1.HOG0008479,0.2259,0.2259,0.2259,0.2259
N1.HOG0008485,0.07036,0.07036,0.07036,0.07036
N1.HOG0008486,0.27136,0.27136,0.27136,0.27136
N1.HOG0008510,0.2194,0.2194,0.2194,0.2194
N1.HOG0008512,0.31113,0.31113,0.31113,0.31113
N1.HOG0008534,0.26231,0.26231,0.26231,0.26231
N1.HOG0008543,0.4519,0.4519,0.4519,0.4519
N1.HOG0008546,0.39263,0.39263,0.39263,0.39263
N1.HOG0008579,0.1158,0.1158,0.1158,0.1158
N1.HOG0008580,0.27397,0.27397,0.27397,0.27397
N1.HOG0008593,0.12166,0.12166,0.12166,0.12166
N1.HOG0008596,0.24412,0.24412,0.24412,0.24412
N1.HOG0008651,0.20685,0.20685,0.20685,0.20685
N1.HOG0008655,0.29872,0.29872,0.29872,0.29872
N1.HOG0008656,0.37157,0.37157,0.37157,0.37157
N1.HOG0008665,0.20514,0.20514,0.20514,0.20514
N1.HOG0008669,0.26262,0.26262,0.26262,0.26262
N1.HOG0008670,0.2407,0.2407,0.2407,0.2407
N1.HOG0008677,0.61392,0.61392,0.61392,0.61392
N1.HOG0008686,0.39621,0.39621,0.39621,0.39621
N1.HOG0008720,0.10193,0.10193,0.10193,0.10193
N1.HOG0008738,0.2277,0.2277,0.2277,0.2277
N1.HOG0008778,0.2102,0.2102,0.2102,0.2102
N1.HOG0008782,0.23366,0.23366,0.23366,0.23366
N1.HOG0008792,0.16297,0.16297,0.16297,0.16297
N1.HOG0008793,0.22663,0.22663,0.22663,0.22663
N1.HOG0008797,0.2191,0.2191,0.2191,0.2191
N1.HOG0008800,0.21702,0.21702,0.21702,0.21702
N1.HOG0008814,0.04325,0.04325,0.04325,0.04325
N1.HOG0008825,0.41602,0.41602,0.41602,0.41602
N1.HOG0008850,0.34202,0.34202,0.34202,0.34202
N1.HOG0008860,0.25717,0.25717,0.25717,0.25717
N1.HOG0008883,0.09837,0.09837,0.09837,0.09837
N1.HOG0008888,0.10457,0.10457,0.10457,0.10457
N1.HOG0008907,0.20897,0.20897,0.20897,0.20897
N1.HOG0008910,0.21544,0.21544,0.21544,0.21544
N1.HOG0008912,0.16835,0.16835,0.16835,0.16835
N1.HOG0008915,0.24136,0.24136,0.24136,0.24136
N1.HOG0008920,0.22133,0.22133,0.22133,0.22133
N1.HOG0008928,0.21574,0.21574,0.21574,0.21574
N1.HOG0008937,0.26571,0.26571,0.26571,0.26571
N1.HOG0008956,0.16526,0.16526,0.16526,0.16526
N1.HOG0008957,0.17424,0.17424,0.17424,0.17424
N1.HOG0008960,0.12921,0.12921,0.12921,0.12921
N1.HOG0008966,0.11956,0.11956,0.11956,0.11956
N1.HOG0008976,0.1392,0.1392,0.1392,0.1392
N1.HOG0008983,0.27798,0.27798,0.27798,0.27798
N1.HOG0008987,0.29719,0.29719,0.29719,0.29719
N1.HOG0008998,0.09708,0.09708,0.09708,0.09708
N1.HOG0009004,0.31358,0.31358,0.31358,0.31358
N1.HOG0009010,0.32826,0.32826,0.32826,0.32826
N1.HOG0009043,0.13822,0.13822,0.13822,0.13822
N1.HOG0009050,0.10647,0.10647,0.10647,0.10647
N1.HOG0009052,0.16699,0.16699,0.16699,0.16699
N1.HOG0009055,0.37079,0.37079,0.37079,0.37079
N1.HOG0009078,0.28637,0.28637,0.28637,0.28637
N1.HOG0009087,0.32157,0.32157,0.32157,0.32157
N1.HOG0009088,0.31535,0.31535,0.31535,0.31535
N1.HOG0009098,0.2085,0.2085,0.2085,0.2085
N1.HOG0009103,0.30554,0.30554,0.30554,0.30554
N1.HOG0009107,0.37859,0.37859,0.37859,0.37859
N1.HOG0009111,0.40779,0.40779,0.40779,0.40779
N1.HOG0009116,0.24523,0.24523,0.24523,0.24523
N1.HOG0009118,0.18191,0.18191,0.18191,0.18191
N1.HOG0009128,0.18693,0.18693,0.18693,0.18693
N1.HOG0009160,0.19119,0.19119,0.19119,0.19119
N1.HOG0009209,0.21921,0.21921,0.21921,0.21921
N1.HOG0009214,0.38947,0.38947,0.38947,0.38947
N1.HOG0009217,0.34124,0.34124,0.34124,0.34124
N1.HOG0009219,0.31839,0.31839,0.31839,0.31839
N1.HOG0009221,0.27764,0.27764,0.27764,0.27764
N1.HOG0009223,0.26824,0.26824,0.26824,0.26824
N1.HOG0009224,0.30662,0.30662,0.30662,0.30662
N1.HOG0009239,0.17266,0.17266,0.17266,0.17266
N1.HOG0009254,0.45913,0.45913,0.45913,0.45913
N1.HOG0009306,0.19011,0.19011,0.19011,0.19011
N1.HOG0009343,0.16159,0.16159,0.16159,0.16159
N1.HOG0009346,0.10609,0.10609,0.10609,0.10609
N1.HOG0009388,0.23369,0.23369,0.23369,0.23369
N1.HOG0009393,0.27413,0.27413,0.27413,0.27413
N1.HOG0009406,0.10105,0.10105,0.10105,0.10105
N1.HOG0009411,0.1328,0.1328,0.1328,0.1328
N1.HOG0009413,0.11445,0.11445,0.11445,0.11445
N1.HOG0009419,0.05736,0.05736,0.05736,0.05736
N1.HOG0009463,0.11258,0.11258,0.11258,0.11258
N1.HOG0009498,0.35914,0.35914,0.35914,0.35914
N1.HOG0009505,0.34559,0.34559,0.34559,0.34559
N1.HOG0009509,0.30429,0.30429,0.30429,0.30429
N1.HOG0009538,0.34549,0.34549,0.34549,0.34549
N1.HOG0009563,0.13798,0.13798,0.13798,0.13798
N1.HOG0009574,0.36631,0.36631,0.36631,0.36631
N1.HOG0009580,0.17547,0.17547,0.17547,0.17547
N1.HOG0009583,0.11848,0.11848,0.11848,0.11848
N1.HOG0009588,0.16103,0.16103,0.16103,0.16103
N1.HOG0009630,0.08204,0.08204,0.08204,0.08204
N1.HOG0009644,0.28586,0.28586,0.28586,0.28586
N1.HOG0009661,0.16912,0.16912,0.16912,0.16912
N1.HOG0009666,0.05384,0.05384,0.05384,0.05384
N1.HOG0009673,0.30336,0.30336,0.30336,0.30336
N1.HOG0009684,0.28253,0.28253,0.28253,0.28253
N1.HOG0009704,0.16605,0.16605,0.16605,0.16605
N1.HOG0009712,0.19427,0.19427,0.19427,0.19427
N1.HOG0009725,0.4106,0.4106,0.4106,0.4106
N1.HOG0009731,0.33961,0.33961,0.33961,0.33961
N1.HOG0009732,0.33455,0.33455,0.33455,0.33455
N1.HOG0009797,0.25583,0.25583,0.25583,0.25583
N1.HOG0009801,0.46403,0.46403,0.46403,0.46403
N1.HOG0009841,0.12621,0.12621,0.12621,0.12621
N1.HOG0009856,0.09535,0.09535,0.09535,0.09535
N1.HOG0009887,0.20399,0.20399,0.20399,0.20399
N1.HOG0009890,0.21375,0.21375,0.21375,0.21375
N1.HOG0009923,0.12314,0.12314,0.12314,0.12314
N1.HOG0009937,0.22269,0.22269,0.22269,0.22269
N1.HOG0009998,0.29742,0.29742,0.29742,0.29742
N1.HOG0010015,0.35152,0.35152,0.35152,0.35152
N1.HOG0010052,0.17226,0.17226,0.17226,0.17226
N1.HOG0010101,0.25007,0.25007,0.25007,0.25007
N1.HOG0010105,0.12175,0.12175,0.12175,0.12175
N1.HOG0010115,0.31661,0.31661,0.31661,0.31661
N1.HOG0010117,0.21505,0.21505,0.21505,0.21505
N1.HOG0010118,0.26335,0.26335,0.26335,0.26335
N1.HOG0010133,0.4455,0.4455,0.4455,0.4455
N1.HOG0010134,0.56128,0.56128,0.56128,0.56128
N1.HOG0010137,0.39775,0.39775,0.39775,0.39775
N1.HOG0010179,0.26569,0.26569,0.26569,0.26569
N1.HOG0010183,0.22412,0.22412,0.22412,0.22412
N1.HOG0010185,0.20485,0.20485,0.20485,0.20485
N1.HOG0010188,0.36567,0.36567,0.36567,0.36567
N1.HOG0010196,0.06921,0.06921,0.06921,0.06921
N1.HOG0010293,0.2149,0.2149,0.2149,0.2149
N1.HOG0010309,0.22178,0.22178,0.22178,0.22178
N1.HOG0010310,0.1978,0.1978,0.1978,0.1978
N1.HOG0010322,0.10245,0.10245,0.10245,0.10245
N1.HOG0010396,0.3364,0.3364,0.3364,0.3364
N1.HOG0010397,0.27989,0.27989,0.27989,0.27989
N1.HOG0010400,0.28662,0.28662,0.28662,0.28662
N1.HOG0010409,0.18574,0.18574,0.18574,0.18574
N1.HOG0010492,0.18562,0.18562,0.18562,0.18562
N1.HOG0010496,0.09856,0.09856,0.09856,0.09856
N1.HOG0010501,0.20378,0.20378,0.20378,0.20378
N1.HOG0010534,0.17449,0.17449,0.17449,0.17449
N1.HOG0010535,0.19727,0.19727,0.19727,0.19727
N1.HOG0010547,0.31223,0.31223,0.31223,0.31223
N1.HOG0010550,0.26622,0.26622,0.26622,0.26622
N1.HOG0010573,0.16544,0.16544,0.16544,0.16544
N1.HOG0010652,0.26354,0.26354,0.26354,0.26354
N1.HOG0010660,0.15158,0.15158,0.15158,0.15158
N1.HOG0010689,0.32444,0.32444,0.32444,0.32444
N1.HOG0010699,0.22825,0.22825,0.22825,0.22825
N1.HOG0010702,0.16975,0.16975,0.16975,0.16975
N1.HOG0010704,0.18431,0.18431,0.18431,0.18431
N1.HOG0010717,0.27427,0.27427,0.27427,0.27427
N1.HOG0010718,0.2714,0.2714,0.2714,0.2714
N1.HOG0010772,0.28922,0.28922,0.28922,0.28922
N1.HOG0010773,0.15095,0.15095,0.15095,0.15095
N1.HOG0010775,0.23248,0.23248,0.23248,0.23248
N1.HOG0010796,0.16398,0.16398,0.16398,0.16398
N1.HOG0010798,0.14474,0.14474,0.14474,0.14474
N1.HOG0010810,0.04237,0.04237,0.04237,0.04237
N1.HOG0010820,0.18069,0.18069,0.18069,0.18069
N1.HOG0010860,0.35957,0.35957,0.35957,0.35957
N1.HOG0010861,0.18595,0.18595,0.18595,0.18595
N1.HOG0010876,0.24429,0.24429,0.24429,0.24429
N1.HOG0010891,0.19229,0.19229,0.19229,0.19229
N1.HOG0010901,0.12048,0.12048,0.12048,0.12048
N1.HOG0010903,0.10375,0.10375,0.10375,0.10375
N1.HOG0010907,0.13075,0.13075,0.13075,0.13075
N1.HOG0010945,0.19556,0.19556,0.19556,0.19556
N1.HOG0010954,0.04955,0.04955,0.04955,0.04955
N1.HOG0010955,0.04586,0.04586,0.04586,0.04586
N1.HOG0010959,0.33771,0.33771,0.33771,0.33771
N1.HOG0010971,0.2315,0.2315,0.2315,0.2315
N1.HOG0011052,0.22416,0.22416,0.22416,0.22416
N1.HOG0011056,0.35635,0.35635,0.35635,0.35635
N1.HOG0011065,0.12642,0.12642,0.12642,0.12642
N1.HOG0011066,0.29045,0.29045,0.29045,0.29045
N1.HOG0011069,0.13568,0.13568,0.13568,0.13568
N1.HOG0011084,0.26743,0.26743,0.26743,0.26743
N1.HOG0011087,0.19991,0.19991,0.19991,0.19991
N1.HOG0011092,0.36501,0.36501,0.36501,0.36501
N1.HOG0011145,0.08082,0.08082,0.08082,0.08082
N1.HOG0011190,0.28505,0.28505,0.28505,0.28505
N1.HOG0011241,0.35389,0.35389,0.35389,0.35389
N1.HOG0011246,0.08573,0.08573,0.08573,0.08573
N1.HOG0011248,0.19567,0.19567,0.19567,0.19567
N1.HOG0011250,0.29793,0.29793,0.29793,0.29793
N1.HOG0011251,0.21055,0.21055,0.21055,0.21055
N1.HOG0011285,0.45604,0.45604,0.45604,0.45604
N1.HOG0011290,0.16973,0.16973,0.16973,0.16973
N1.HOG0011295,0.16443,0.16443,0.16443,0.16443
N1.HOG0011304,0.17681,0.17681,0.17681,0.17681
N1.HOG0011308,0.16472,0.16472,0.16472,0.16472
N1.HOG0011309,0.2242,0.2242,0.2242,0.2242
N1.HOG0011313,0.05238,0.05238,0.05238,0.05238
N1.HOG0011315,0.34633,0.34633,0.34633,0.34633
N1.HOG0011325,0.29805,0.29805,0.29805,0.29805
N1.HOG0011343,0.1715,0.1715,0.1715,0.1715
N1.HOG0011344,0.24124,0.24124,0.24124,0.24124
N1.HOG0011345,0.17383,0.17383,0.17383,0.17383
N1.HOG0011346,0.19838,0.19838,0.19838,0.19838
N1.HOG0011355,0.29815,0.29815,0.29815,0.29815
N1.HOG0011363,0.3046,0.3046,0.3046,0.3046
N1.HOG0011414,0.23334,0.23334,0.23334,0.23334
N1.HOG0011443,0.19339,0.19339,0.19339,0.19339
N1.HOG0011452,0.19632,0.19632,0.19632,0.19632
N1.HOG0011455,0.22612,0.22612,0.22612,0.22612
N1.HOG0011475,0.33515,0.33515,0.33515,0.33515
N1.HOG0011481,0.35195,0.35195,0.35195,0.35195
N1.HOG0011483,0.21511,0.21511,0.21511,0.21511
N1.HOG0011503,0.33638,0.33638,0.33638,0.33638
N1.HOG0011540,0.46874,0.46874,0.46874,0.46874
N1.HOG0011547,0.13134,0.13134,0.13134,0.13134
N1.HOG0011548,0.1452,0.1452,0.1452,0.1452
N1.HOG0011557,0.30201,0.30201,0.30201,0.30201
N1.HOG0011560,0.23155,0.23155,0.23155,0.23155
N1.HOG0011562,0.24245,0.24245,0.24245,0.24245
N1.HOG0011569,0.28798,0.28798,0.28798,0.28798
N1.HOG0011605,0.28058,0.28058,0.28058,0.28058
N1.HOG0011636,0.30473,0.30473,0.30473,0.30473
N1.HOG0011650,0.54682,0.54682,0.54682,0.54682
N1.HOG0011658,0.25329,0.25329,0.25329,0.25329
N1.HOG0011660,0.21728,0.21728,0.21728,0.21728
N1.HOG0011661,0.20637,0.20637,0.20637,0.20637
N1.HOG0011682,0.23245,0.23245,0.23245,0.23245
N1.HOG0011685,0.20995,0.20995,0.20995,0.20995
N1.HOG0011759,0.14588,0.14588,0.14588,0.14588
N1.HOG0011782,0.30098,0.30098,0.30098,0.30098
N1.HOG0011792,0.30757,0.30757,0.30757,0.30757
N1.HOG0011813,0.1946,0.1946,0.1946,0.1946
N1.HOG0011849,0.27259,0.27259,0.27259,0.27259
N1.HOG0011850,0.26354,0.26354,0.26354,0.26354
N1.HOG0011851,0.28553,0.28553,0.28553,0.28553
N1.HOG0011875,0.41614,0.41614,0.41614,0.41614
N1.HOG0011878,0.07877,0.07877,0.07877,0.07877
N1.HOG0011900,0.14269,0.14269,0.14269,0.14269
N1.HOG0011907,0.32443,0.32443,0.32443,0.32443
N1.HOG0011911,0.18292,0.18292,0.18292,0.18292
N1.HOG0011937,0.32789,0.32789,0.32789,0.32789
N1.HOG0011976,0.19886,0.19886,0.19886,0.19886
N1.HOG0012004,0.37739,0.37739,0.37739,0.37739
N1.HOG0012011,0.42225,0.42225,0.42225,0.42225
N1.HOG0012023,0.18782,0.18782,0.18782,0.18782
N1.HOG0012024,0.16728,0.16728,0.16728,0.16728
N1.HOG0012025,0.15171,0.15171,0.15171,0.15171
N1.HOG0012026,0.03549,0.03549,0.03549,0.03549
N1.HOG0012027,0.23156,0.23156,0.23156,0.23156
N1.HOG0012030,0.1989,0.1989,0.1989,0.1989
N1.HOG0012040,0.24304,0.24304,0.24304,0.24304
N1.HOG0012065,0.20523,0.20523,0.20523,0.20523
N1.HOG0012078,0.1233,0.1233,0.1233,0.1233
N1.HOG0012097,0.23655,0.23655,0.23655,0.23655
N1.HOG0012118,0.30116,0.30116,0.30116,0.30116
N1.HOG0012138,0.42255,0.42255,0.42255,0.42255
N1.HOG0012166,0.1681,0.1681,0.1681,0.1681
N1.HOG0012171,0.41487,0.41487,0.41487,0.41487
N1.HOG0012173,0.40756,0.40756,0.40756,0.40756
N1.HOG0012192,0.18941,0.18941,0.18941,0.18941
N1.HOG0012201,0.27298,0.27298,0.27298,0.27298
N1.HOG0012212,0.10772,0.10772,0.10772,0.10772
N1.HOG0012226,0.21545,0.21545,0.21545,0.21545
N1.HOG0012238,0.30431,0.30431,0.30431,0.30431
N1.HOG0012244,0.28777,0.28777,0.28777,0.28777
N1.HOG0012253,0.11597,0.11597,0.11597,0.11597
N1.HOG0012254,0.16545,0.16545,0.16545,0.16545
N1.HOG0012263,0.47837,0.47837,0.47837,0.47837
N1.HOG0012280,0.22248,0.22248,0.22248,0.22248
N1.HOG0012283,0.19996,0.19996,0.19996,0.19996
N1.HOG0012294,0.07079,0.07079,0.07079,0.07079
N1.HOG0012301,0.27925,0.27925,0.27925,0.27925
N1.HOG0012326,0.28016,0.28016,0.28016,0.28016
N1.HOG0012328,0.18459,0.18459,0.18459,0.18459
N1.HOG0012359,0.24517,0.24517,0.24517,0.24517
N1.HOG0012363,0.24556,0.24556,0.24556,0.24556
N1.HOG0012373,0.42857,0.42857,0.42857,0.42857
N1.HOG0012379,0.2913,0.2913,0.2913,0.2913
N1.HOG0012405,0.34281,0.34281,0.34281,0.34281
N1.HOG0012408,0.0613,0.0613,0.0613,0.0613
N1.HOG0012415,0.14209,0.14209,0.14209,0.14209
N1.HOG0012416,0.18665,0.18665,0.18665,0.18665
N1.HOG0012440,0.11609,0.11609,0.11609,0.11609
N1.HOG0012445,0.13576,0.13576,0.13576,0.13576
N1.HOG0012471,0.11945,0.11945,0.11945,0.11945
N1.HOG0012491,0.17536,0.17536,0.17536,0.17536
N1.HOG0012530,0.35458,0.35458,0.35458,0.35458
N1.HOG0012531,0.35557,0.35557,0.35557,0.35557
N1.HOG0012534,0.22254,0.22254,0.22254,0.22254
N1.HOG0012549,0.35822,0.35822,0.35822,0.35822
N1.HOG0012550,0.13854,0.13854,0.13854,0.13854
N1.HOG0012553,0.09638,0.09638,0.09638,0.09638
N1.HOG0012579,0.21196,0.21196,0.21196,0.21196
N1.HOG0012580,0.21409,0.21409,0.21409,0.21409
N1.HOG0012597,0.20985,0.20985,0.20985,0.20985
N1.HOG0012598,0.29192,0.29192,0.29192,0.29192
N1.HOG0012613,0.22995,0.22995,0.22995,0.22995
N1.HOG0012615,0.18509,0.18509,0.18509,0.18509
N1.HOG0012627,0.30818,0.30818,0.30818,0.30818
N1.HOG0012630,0.1105,0.1105,0.1105,0.1105
N1.HOG0012650,0.41533,0.41533,0.41533,0.41533
N1.HOG0012659,0.18525,0.18525,0.18525,0.18525
N1.HOG0012662,0.25299,0.25299,0.25299,0.25299
N1.HOG0012668,0.02986,0.02986,0.02986,0.02986
N1.HOG0012671,0.31988,0.31988,0.31988,0.31988
N1.HOG0012674,0.27016,0.27016,0.27016,0.27016
N1.HOG0012694,0.15217,0.15217,0.15217,0.15217
N1.HOG0012712,0.30032,0.30032,0.30032,0.30032
N1.HOG0012713,0.21314,0.21314,0.21314,0.21314
N1.HOG0012722,0.23032,0.23032,0.23032,0.23032
N1.HOG0012749,0.22215,0.22215,0.22215,0.22215
N1.HOG0012750,0.27923,0.27923,0.27923,0.27923
N1.HOG0012753,0.23155,0.23155,0.23155,0.23155
N1.HOG0012777,0.22595,0.22595,0.22595,0.22595
N1.HOG0012797,0.13715,0.13715,0.13715,0.13715
N1.HOG0012816,0.21338,0.21338,0.21338,0.21338
N1.HOG0012834,0.22458,0.22458,0.22458,0.22458
N1.HOG0012835,0.21981,0.21981,0.21981,0.21981
N1.HOG0012849,0.32516,0.32516,0.32516,0.32516
N1.HOG0012850,0.2451,0.2451,0.2451,0.2451
N1.HOG0012852,0.08294,0.08294,0.08294,0.08294
N1.HOG0012857,0.19591,0.19591,0.19591,0.19591
N1.HOG0012863,0.18687,0.18687,0.18687,0.18687
N1.HOG0012870,0.20861,0.20861,0.20861,0.20861
N1.HOG0012899,0.35631,0.35631,0.35631,0.35631
N1.HOG0012901,0.29234,0.29234,0.29234,0.29234
N1.HOG0012902,0.25815,0.25815,0.25815,0.25815
N1.HOG0012917,0.40596,0.40596,0.40596,0.40596
N1.HOG0012920,0.27578,0.27578,0.27578,0.27578
N1.HOG0012949,0.24228,0.24228,0.24228,0.24228
N1.HOG0012950,0.15402,0.15402,0.15402,0.15402
N1.HOG0012952,0.20699,0.20699,0.20699,0.20699
N1.HOG0012997,0.44317,0.44317,0.44317,0.44317
N1.HOG0013022,0.38568,0.38568,0.38568,0.38568
N1.HOG0013041,0.49055,0.49055,0.49055,0.49055
N1.HOG0013045,0.15436,0.15436,0.15436,0.15436
N1.HOG0013062,0.40143,0.40143,0.40143,0.40143
N1.HOG0013094,0.19288,0.19288,0.19288,0.19288
N1.HOG0013097,0.24176,0.24176,0.24176,0.24176
N1.HOG0013102,0.23291,0.23291,0.23291,0.23291
N1.HOG0013107,0.13967,0.13967,0.13967,0.13967
N1.HOG0013121,0.08613,0.08613,0.08613,0.08613
N1.HOG0013129,0.20336,0.20336,0.20336,0.20336
N1.HOG0013130,0.1312,0.1312,0.1312,0.1312
N1.HOG0013132,0.44703,0.44703,0.44703,0.44703
N1.HOG0013145,0.28442,0.28442,0.28442,0.28442
N1.HOG0013154,0.25258,0.25258,0.25258,0.25258
N1.HOG0013156,0.18026,0.18026,0.18026,0.18026
N1.HOG0013163,0.16001,0.16001,0.16001,0.16001
N1.HOG0013179,0.39385,0.39385,0.39385,0.39385
N1.HOG0013196,0.17175,0.17175,0.17175,0.17175
N1.HOG0013222,0.43874,0.43874,0.43874,0.43874
N1.HOG0013240,0.13227,0.13227,0.13227,0.13227
N1.HOG0013251,0.27578,0.27578,0.27578,0.27578
N1.HOG0013255,0.26709,0.26709,0.26709,0.26709
N1.HOG0013265,0.31214,0.31214,0.31214,0.31214
N1.HOG0013267,0.18714,0.18714,0.18714,0.18714
N1.HOG0013302,0.22462,0.22462,0.22462,0.22462
N1.HOG0013351,0.2116,0.2116,0.2116,0.2116
N1.HOG0013368,0.38733,0.38733,0.38733,0.38733
N1.HOG0013393,0.32549,0.32549,0.32549,0.32549
N1.HOG0013395,0.28897,0.28897,0.28897,0.28897
N1.HOG0013401,0.17629,0.17629,0.17629,0.17629
N1.HOG0013416,0.23909,0.23909,0.23909,0.23909
N1.HOG0013430,0.36788,0.36788,0.36788,0.36788
N1.HOG0013434,0.23898,0.23898,0.23898,0.23898
N1.HOG0013477,0.25025,0.25025,0.25025,0.25025
N1.HOG0013483,0.22948,0.22948,0.22948,0.22948
N1.HOG0013484,0.2597,0.2597,0.2597,0.2597
N1.HOG0013485,0.17873,0.17873,0.17873,0.17873
N1.HOG0013487,0.17076,0.17076,0.17076,0.17076
N1.HOG0013494,0.23131,0.23131,0.23131,0.23131
N1.HOG0013514,0.0556,0.0556,0.0556,0.0556
N1.HOG0013528,0.27679,0.27679,0.27679,0.27679
N1.HOG0013532,0.29068,0.29068,0.29068,0.29068
N1.HOG0013537,0.20574,0.20574,0.20574,0.20574
N1.HOG0013542,0.2178,0.2178,0.2178,0.2178
N1.HOG0013546,0.12468,0.12468,0.12468,0.12468
N1.HOG0013561,0.22671,0.22671,0.22671,0.22671
N1.HOG0013565,0.40201,0.40201,0.40201,0.40201
N1.HOG0013584,0.26506,0.26506,0.26506,0.26506
N1.HOG0013585,0.21289,0.21289,0.21289,0.21289
N1.HOG0013587,0.2616,0.2616,0.2616,0.2616
N1.HOG0013589,0.12724,0.12724,0.12724,0.12724
N1.HOG0013608,0.2002,0.2002,0.2002,0.2002
N1.HOG0013616,0.05505,0.05505,0.05505,0.05505
N1.HOG0013622,0.47937,0.47937,0.47937,0.47937
N1.HOG0013623,0.21913,0.21913,0.21913,0.21913
N1.HOG0013624,0.23754,0.23754,0.23754,0.23754
N1.HOG0013636,0.05209,0.05209,0.05209,0.05209
N1.HOG0013704,0.35065,0.35065,0.35065,0.35065
N1.HOG0013731,0.27015,0.27015,0.27015,0.27015
N1.HOG0013742,0.05043,0.05043,0.05043,0.05043
N1.HOG0013766,0.12378,0.12378,0.12378,0.12378
N1.HOG0013773,0.13668,0.13668,0.13668,0.13668
N1.HOG0013776,0.2916,0.2916,0.2916,0.2916
N1.HOG0013779,0.2332,0.2332,0.2332,0.2332
N1.HOG0013780,0.23457,0.23457,0.23457,0.23457
N1.HOG0013787,0.26484,0.26484,0.26484,0.26484
N1.HOG0013810,0.19586,0.19586,0.19586,0.19586
N1.HOG0013814,0.30254,0.30254,0.30254,0.30254
N1.HOG0013823,0.12824,0.12824,0.12824,0.12824
N1.HOG0013829,0.30813,0.30813,0.30813,0.30813
N1.HOG0013835,0.15944,0.15944,0.15944,0.15944
N1.HOG0013846,0.29845,0.29845,0.29845,0.29845
N1.HOG0013858,0.38876,0.38876,0.38876,0.38876
N1.HOG0013863,0.28391,0.28391,0.28391,0.28391
N1.HOG0013864,0.40495,0.40495,0.40495,0.40495
N1.HOG0013870,0.41253,0.41253,0.41253,0.41253
